xOrder_ID,Customer_ID,Customer_Name,Order_Date,Product,Quantity,Price,Discount,Total_Amount,Payment_Method,Shipping_Address,Status
1066,C004,Alice Brown,2023-05-29,Mouse,2,50,0.1,90.0,,"San Francisco, CA",Returned
1067,C008,Olivia Martinez,2023-09-10,Phone,3,800,0.12,2112.0,,"New York, NY",Cancelled
1068,C003,Bob Johnson,2023-03-05,Phone,5,800,0.26,2960.0,Bank Transfer,"Miami, FL",Returned
1068,C003,Bob Johnson,2023-03-05,Phone,5,800,0.26,2960.0,Bank Transfer,"Miami, FL",Returned
1069,C010,Sophia Anderson,2023-12-26,Phone,2,800,0.3,1120.0,Credit Card,"Houston, TX",Pending
1070,C001,John Doe,2023-08-06,Monitor,1,300,0.21,237.0,,"Seattle, WA",Returned
1071,C002,Jane Smith,2023-12-14,Phone,2,800,0.23,1232.0,Cryptocurrency,"Boston, MA",Shipped
1072,C006,Emma Davis,2023-03-25,Smartwatch,3,200,0.02,588.0,Credit Card,"Miami, FL",Delivered
1073,C001,John Doe,2023-01-04,Phone,2,800,0.18,1312.0,Cryptocurrency,"Atlanta, GA",Cancelled
1074,C001,,2023-12-06,Tablet,4,500,0.1,1800.0,,,Cancelled
1075,C003,Bob Johnson,2023-03-26,Headphones,2,150,0.2,240.0,Cryptocurrency,"Los Angeles, CA",Shipped
1076,C004,Alice Brown,2023-12-09,Tablet,5,500,0.2,2000.0,Bank Transfer,"Denver, CO",Shipped
1077,C007,David Wilson,2023-06-10,Printer,4,250,0.03,970.0,Credit Card,"Chicago, IL",Pending
1078,C008,Olivia Martinez,2023-05-30,Phone,1,800,0.04,768.0,Cryptocurrency,"Los Angeles, CA",Returned
1079,C007,David Wilson,2023-12-25,Tablet,2,500,0.4,600.0,,"Denver, CO",Shipped
1080,C003,Bob Johnson,2023-09-21,Tablet,5,500,0.19,2025.0,,"Denver, CO",Pending
1081,C003,Bob Johnson,2023-07-06,Printer,3,250,0.29,532.5,Credit Card,"Boston, MA",Returned
1082,C006,Emma Davis,2023-03-07,Printer,5,250,0.23,962.5,Bank Transfer,"Seattle, WA",Cancelled
1083,C001,John Doe,2024-01-01,Tablet,5,500,0.06,2350.0,Cryptocurrency,"Miami, FL",Delivered
1084,C010,Sophia Anderson,2023-04-26,Tablet,3,500,0.16,1260.0,Bank Transfer,"Atlanta, GA",Cancelled
1085,C008,Olivia Martinez,2023-12-27,Mouse,4,50,0.28,144.0,Cryptocurrency,"Houston, TX",Pending
1086,C009,James Taylor,2023-07-12,Laptop,5,1200,0.1,5400.0,PayPal,,Returned
1087,C001,,2023-11-01,Tablet,1,500,0.05,475.0,PayPal,"Chicago, IL",Pending
1088,C008,Olivia Martinez,2023-11-05,Monitor,5,300,0.25,1125.0,Cryptocurrency,"Houston, TX",Cancelled
1089,C006,,2023-08-23,Tablet,2,500,0.1,900.0,,"Seattle, WA",Pending
1090,C010,Sophia Anderson,2023-10-28,Camera,2,600,0.29,852.0,Credit Card,"Seattle, WA",Shipped
1091,C008,Olivia Martinez,2023-08-10,Laptop,3,1200,0.23,2772.0,PayPal,"Seattle, WA",Shipped
1092,C009,James Taylor,2023-10-26,Headphones,5,150,0.07,697.5,Cryptocurrency,"Los Angeles, CA",Pending
1093,C009,James Taylor,2023-06-25,Tablet,3,500,0.07,1395.0,,"Chicago, IL",Shipped
1094,C002,Jane Smith,2023-02-25,Keyboard,2,100,0.16,168.0,Credit Card,"Miami, FL",Cancelled
1095,C007,David Wilson,2023-05-05,Keyboard,2,100,0.21,158.0,Bank Transfer,,Delivered
1096,C009,James Taylor,2023-06-05,Camera,2,600,0.13,1044.0,Bank Transfer,"Atlanta, GA",Cancelled
1097,C006,Emma Davis,2023-04-23,Monitor,1,300,0.16,252.0,,"Chicago, IL",Shipped
1098,C006,Emma Davis,2023-11-29,Mouse,3,50,0.17,124.5,Credit Card,"Chicago, IL",Cancelled
1099,C001,John Doe,2023-04-05,Phone,3,800,0.27,1752.0,,"New York, NY",Returned
1100,C010,Sophia Anderson,2023-03-14,Phone,4,800,0.11,2848.0,PayPal,"San Francisco, CA",Cancelled
1101,C003,Bob Johnson,2023-06-08,Tablet,4,500,0.13,1740.0,Bank Transfer,"Seattle, WA",Cancelled
1102,C003,Bob Johnson,2023-06-13,Printer,5,250,0.27,912.5,Cryptocurrency,"Atlanta, GA",Returned
1103,C005,Charlie White,2023-08-08,Laptop,1,1200,0.24,912.0,PayPal,"San Francisco, CA",Shipped
1104,C007,David Wilson,2023-07-22,Tablet,2,500,0.06,940.0,Credit Card,"Atlanta, GA",Returned
1105,C003,,2023-09-25,Printer,4,250,0.15,850.0,PayPal,"Denver, CO",Pending
1106,C004,Alice Brown,2023-07-09,Tablet,5,500,0.16,2100.0,Bank Transfer,"Seattle, WA",Returned
1107,C004,Alice Brown,2023-08-23,Phone,5,800,0.09,3640.0,Cryptocurrency,"Denver, CO",Pending
1108,C005,Charlie White,2023-01-29,Mouse,2,50,0.22,78.0,Cryptocurrency,"Denver, CO",Returned
1109,C009,James Taylor,2023-01-17,Laptop,4,1200,0.15,4080.0,PayPal,"Denver, CO",Pending
1110,C004,Alice Brown,2023-10-04,Printer,2,250,0.28,360.0,PayPal,"Chicago, IL",Cancelled
1111,C005,Charlie White,2023-05-05,Keyboard,4,100,0.15,340.0,Bank Transfer,"Chicago, IL",Delivered
1112,C001,John Doe,2023-06-29,Headphones,2,150,0.28,216.0,Cryptocurrency,"Seattle, WA",Delivered
1113,C005,Charlie White,2023-01-24,Phone,4,800,0.14,2752.0,Credit Card,"San Francisco, CA",Returned
1114,C008,Olivia Martinez,2023-05-06,Tablet,3,500,0.06,1410.0,,"Seattle, WA",Shipped
1115,C004,Alice Brown,2023-09-12,Camera,4,600,0.12,2112.0,,"Atlanta, GA",Cancelled
1116,C008,Olivia Martinez,2023-05-05,Tablet,3,500,0.08,1380.0,Bank Transfer,"Atlanta, GA",Shipped
1117,C004,Alice Brown,2023-07-20,Tablet,1,500,0.1,450.0,Cryptocurrency,,Returned
1118,C008,Olivia Martinez,2023-06-09,Camera,3,600,0.16,1388.64,Cryptocurrency,"Los Angeles, CA",Shipped
1119,C007,David Wilson,2023-07-07,Camera,2,600,0.14,1032.0,PayPal,"Miami, FL",Shipped
1120,C006,Emma Davis,2023-09-10,Keyboard,5,100,0.14,430.0,PayPal,"New York, NY",Returned
1121,C010,Sophia Anderson,2023-01-24,Laptop,4,1200,0.28,3456.0,Cryptocurrency,"San Francisco, CA",Shipped
1122,C004,Alice Brown,2023-04-01,Monitor,1,300,0.09,273.0,Credit Card,"San Francisco, CA",Delivered
1123,C008,Olivia Martinez,2023-12-29,Phone,5,800,0.27,2920.0,Credit Card,"San Francisco, CA",Cancelled
1124,C007,,2023-12-25,Headphones,3,150,0.21,355.5,Bank Transfer,"San Francisco, CA",Returned
1125,C006,Emma Davis,2023-06-07,Mouse,4,50,0.11,178.0,,"Atlanta, GA",Pending
1126,C006,Emma Davis,2023-01-28,Keyboard,1,100,0.03,97.0,Credit Card,"Seattle, WA",Shipped
1127,C001,John Doe,2023-07-06,Laptop,1,1200,0.15,1020.0,Bank Transfer,"New York, NY",Shipped
1128,C007,David Wilson,2023-12-03,Phone,3,800,0.06,2256.0,Credit Card,"Houston, TX",Delivered
1129,C007,David Wilson,2023-04-12,Camera,5,600,0.12,2640.0,Bank Transfer,"Seattle, WA",Pending
1130,C006,Emma Davis,2023-03-06,Mouse,3,50,0.3,105.0,PayPal,"Denver, CO",Shipped
1131,C005,Charlie White,2023-12-13,Tablet,3,500,0.01,1485.0,PayPal,"Los Angeles, CA",Delivered
1132,C009,James Taylor,2023-01-03,Monitor,1,300,0.21,237.0,Bank Transfer,"New York, NY",Shipped
1133,C004,Alice Brown,2023-05-30,Printer,2,250,0.19,405.0,Credit Card,"Los Angeles, CA",Delivered
1134,C003,Bob Johnson,2023-02-03,Tablet,3,500,0.16,1260.0,PayPal,"Miami, FL",Shipped
1135,C008,Olivia Martinez,2023-09-05,Keyboard,4,100,0.02,392.0,Cryptocurrency,"Denver, CO",Cancelled
1136,C004,Alice Brown,2023-04-24,Tablet,5,500,0.21,1975.0,Bank Transfer,"Houston, TX",Shipped
1137,C009,James Taylor,2023-06-21,Mouse,4,50,0.27,146.0,PayPal,"Miami, FL",Delivered
1138,C004,Alice Brown,2023-05-13,Tablet,5,500,0.03,2425.0,Bank Transfer,"Atlanta, GA",Delivered
1139,C002,Jane Smith,2023-02-02,Headphones,4,150,0.18,492.0,Cryptocurrency,"Seattle, WA",Shipped
1140,C005,Charlie White,2023-08-12,Phone,5,800,0.1,3600.0,,"Houston, TX",Cancelled
1141,C010,Sophia Anderson,2023-12-21,Phone,2,800,0.26,812.59,,"New York, NY",Shipped
1142,C005,Charlie White,2023-03-07,Keyboard,2,100,0.14,172.0,Cryptocurrency,"Chicago, IL",Returned
1143,C005,Charlie White,2023-05-04,Tablet,3,500,0.29,1065.0,Bank Transfer,"Houston, TX",Cancelled
1144,C010,Sophia Anderson,2023-03-30,Smartwatch,2,200,0.25,300.0,Credit Card,"Houston, TX",Delivered
1145,C009,James Taylor,2023-11-05,Keyboard,4,100,0.29,284.0,Credit Card,"Los Angeles, CA",Pending
1146,C006,Emma Davis,2023-08-03,Tablet,4,500,0.0,2000.0,PayPal,"New York, NY",Cancelled
1147,C006,Emma Davis,2023-10-20,Tablet,4,500,0.23,1540.0,Credit Card,"Boston, MA",Shipped
1148,C008,Olivia Martinez,2023-10-11,Phone,1,800,0.1,720.0,Bank Transfer,"Houston, TX",Returned
1149,C006,Emma Davis,2023-01-15,Laptop,1,1200,0.14,1032.0,,"Houston, TX",Delivered
1150,C001,John Doe,2023-08-17,Mouse,1,50,0.04,48.0,Credit Card,"Chicago, IL",Pending
1151,C007,David Wilson,2023-08-22,Tablet,1,500,0.01,495.0,Cryptocurrency,"San Francisco, CA",Cancelled
1152,C001,John Doe,2023-11-21,Laptop,4,1200,0.09,4368.0,Cryptocurrency,"Los Angeles, CA",Cancelled
1153,C003,Bob Johnson,2023-07-12,Phone,2,800,0.04,1536.0,PayPal,"Los Angeles, CA",Pending
1154,C010,,2023-11-17,Keyboard,2,100,0.26,148.0,,"Houston, TX",Cancelled
1155,C003,Bob Johnson,2023-11-05,Keyboard,2,100,0.2,160.0,PayPal,"Los Angeles, CA",Returned
1156,C006,Emma Davis,2023-09-05,Laptop,3,1200,0.23,2772.0,Cryptocurrency,"Miami, FL",Pending
1157,C007,,2023-05-27,Camera,5,600,0.28,2160.0,Credit Card,"New York, NY",Returned
1158,C010,Sophia Anderson,2023-03-10,Tablet,3,500,0.07,1395.0,,"New York, NY",Returned
1159,C009,James Taylor,2023-01-18,Smartwatch,3,200,0.26,444.0,Credit Card,"Denver, CO",Delivered
1160,C004,Alice Brown,2023-03-22,Keyboard,1,100,0.08,92.0,Cryptocurrency,"Atlanta, GA",Delivered
1161,C003,Bob Johnson,2023-10-20,Keyboard,2,100,0.28,144.0,,"Boston, MA",Shipped
1162,C007,David Wilson,2023-09-22,Smartwatch,2,200,0.27,292.0,Bank Transfer,,Delivered
1163,C003,Bob Johnson,2023-08-19,Smartwatch,3,200,0.08,552.0,Cryptocurrency,"Boston, MA",Pending
1164,C010,Sophia Anderson,2023-09-02,Mouse,1,50,0.13,43.5,PayPal,"Atlanta, GA",Cancelled
1165,C003,Bob Johnson,2023-07-17,Printer,3,250,0.15,637.5,Bank Transfer,"San Francisco, CA",Cancelled
1166,C005,Charlie White,2023-03-26,Mouse,2,50,0.11,89.0,Bank Transfer,"Denver, CO",Pending
1167,C008,Olivia Martinez,2023-01-10,Phone,4,800,0.03,3104.0,PayPal,,Delivered
1168,C008,Olivia Martinez,2023-02-18,Laptop,2,1200,0.14,2064.0,,"Miami, FL",Delivered
1169,C005,Charlie White,2023-01-23,Phone,3,800,0.07,2232.0,,,Delivered
1170,C005,Charlie White,2023-08-12,Keyboard,3,100,0.29,213.0,Bank Transfer,"Miami, FL",Shipped
1171,C002,Jane Smith,2023-01-27,Smartwatch,4,200,0.01,792.0,,"San Francisco, CA",Cancelled
1172,C005,Charlie White,2023-05-07,Camera,2,600,0.22,936.0,,"San Francisco, CA",Returned
1173,C007,,2023-10-30,Camera,3,600,0.03,1746.0,Bank Transfer,"Atlanta, GA",Cancelled
1174,C001,John Doe,2023-12-24,Camera,1,600,0.13,522.0,PayPal,,Returned
1175,C005,Charlie White,2023-06-01,Phone,4,800,0.11,2848.0,Credit Card,"Chicago, IL",Shipped
1176,C001,John Doe,2023-05-22,Keyboard,4,100,0.11,356.0,Credit Card,"New York, NY",Pending
1177,C005,Charlie White,2023-03-09,Phone,1,800,0.08,736.0,Cryptocurrency,"San Francisco, CA",Delivered
1178,C004,Alice Brown,2023-10-26,Printer,4,250,0.07,930.0,Cryptocurrency,"Los Angeles, CA",Pending
1179,C009,James Taylor,2023-12-21,Smartwatch,1,200,0.24,152.0,Cryptocurrency,"Houston, TX",Returned
1180,C001,John Doe,2023-09-20,Tablet,4,500,0.06,1880.0,Credit Card,"Miami, FL",Pending
1181,C004,Alice Brown,2023-04-06,Printer,4,250,0.04,960.0,PayPal,"San Francisco, CA",Shipped
1182,C002,Jane Smith,2023-09-21,Mouse,3,50,0.09,136.5,Credit Card,"Denver, CO",Returned
1183,C003,Bob Johnson,2023-04-07,Tablet,2,500,0.12,880.0,Cryptocurrency,"Atlanta, GA",Delivered
1184,C006,Emma Davis,2023-11-24,Printer,2,250,0.01,495.0,Cryptocurrency,"Miami, FL",Returned
1185,C006,Emma Davis,2023-05-13,Smartwatch,1,200,0.1,180.0,,"Denver, CO",Cancelled
1186,C010,Sophia Anderson,2023-01-30,Printer,3,250,0.21,592.5,,"Atlanta, GA",Returned
1187,C001,John Doe,2023-08-23,Keyboard,2,100,0.02,196.0,Credit Card,"San Francisco, CA",Cancelled
1188,C004,Alice Brown,2023-11-26,Laptop,1,1200,0.01,1188.0,,"Miami, FL",Returned
1189,C001,John Doe,2023-03-12,Printer,4,250,0.21,790.0,Bank Transfer,"New York, NY",Shipped
1190,C005,Charlie White,2023-02-15,Monitor,2,300,0.03,582.0,Bank Transfer,"Seattle, WA",Cancelled
1191,C009,James Taylor,2023-09-17,Headphones,1,150,0.2,120.0,PayPal,,Cancelled
1192,C008,Olivia Martinez,2023-08-05,Mouse,2,50,0.16,84.0,Bank Transfer,"San Francisco, CA",Pending
1193,C002,Jane Smith,2023-12-13,Smartwatch,2,200,0.02,392.0,,"Houston, TX",Pending
1194,C008,Olivia Martinez,2023-12-01,Mouse,1,50,0.16,42.0,Cryptocurrency,"Houston, TX",Cancelled
1195,C004,Alice Brown,2023-05-27,Monitor,3,300,0.14,774.0,PayPal,"Seattle, WA",Returned
1196,C007,David Wilson,2023-06-07,Printer,2,250,0.06,470.0,PayPal,"Chicago, IL",Shipped
1197,C003,Bob Johnson,2023-12-03,Headphones,4,150,0.07,558.0,Cryptocurrency,"Atlanta, GA",Pending
1198,C005,Charlie White,2023-01-01,Smartwatch,3,200,0.01,594.0,Cryptocurrency,"Seattle, WA",Cancelled
1199,C008,Olivia Martinez,2023-05-31,Headphones,2,150,0.57,156.95,Bank Transfer,"Atlanta, GA",Delivered
1200,C003,Bob Johnson,2023-11-01,Printer,1,250,0.16,298.89,Bank Transfer,"Seattle, WA",Delivered
1201,C002,Jane Smith,2023-09-06,Smartwatch,1,200,0.04,192.0,PayPal,"Denver, CO",Shipped
1202,C004,Alice Brown,2023-02-23,Smartwatch,5,200,0.16,840.0,Cryptocurrency,"Atlanta, GA",Shipped
1203,C006,,2023-01-13,Headphones,5,150,0.04,720.0,,,Cancelled
1204,C006,Emma Davis,2023-02-14,Mouse,2,50,0.03,97.0,Credit Card,"Chicago, IL",Cancelled
1205,C006,Emma Davis,2023-05-20,Smartwatch,1,200,0.08,184.0,Bank Transfer,"Denver, CO",Returned
1206,C008,Olivia Martinez,2023-10-26,Mouse,4,50,0.07,131.81,PayPal,"Miami, FL",Delivered
1207,C006,Emma Davis,2023-02-24,Tablet,4,500,0.14,1720.0,Bank Transfer,"San Francisco, CA",Shipped
1208,C007,David Wilson,2023-07-09,Keyboard,5,100,0.18,410.0,Bank Transfer,"Boston, MA",Returned
1209,C001,John Doe,2023-07-28,Mouse,1,50,0.07,46.5,Credit Card,"Seattle, WA",Shipped
1210,C008,Olivia Martinez,2023-06-15,Phone,5,800,0.15,3400.0,Credit Card,"Chicago, IL",Shipped
1210,C008,Olivia Martinez,2023-06-15,Phone,5,800,0.15,3400.0,Credit Card,"Chicago, IL",Shipped
1211,C004,,2023-11-10,Phone,3,800,0.09,2184.0,Bank Transfer,"Denver, CO",Returned
1212,C006,Emma Davis,2023-06-13,Monitor,1,300,0.14,258.0,Cryptocurrency,"Los Angeles, CA",Shipped
1213,C008,Olivia Martinez,2023-12-09,Smartwatch,1,200,0.17,166.0,PayPal,"Los Angeles, CA",Delivered
1214,C005,Charlie White,2023-10-18,Printer,3,250,0.13,652.5,Cryptocurrency,"Denver, CO",Delivered
1215,C003,Bob Johnson,2023-04-09,Headphones,5,150,0.03,727.5,Credit Card,"Houston, TX",Pending
1216,C009,James Taylor,2023-12-30,Smartwatch,3,200,0.3,420.0,Credit Card,"Miami, FL",Shipped
1217,C002,Jane Smith,2023-01-16,Laptop,1,1200,0.14,1032.0,Cryptocurrency,"Chicago, IL",Returned
1218,C006,Emma Davis,2023-09-09,Headphones,1,150,0.29,106.5,Cryptocurrency,"Denver, CO",Cancelled
1219,C007,David Wilson,2023-09-18,Monitor,2,300,0.15,510.0,Credit Card,"Atlanta, GA",Cancelled
1220,C004,Alice Brown,2023-09-23,Camera,2,600,0.08,1104.0,Cryptocurrency,"Atlanta, GA",Pending
1221,C007,David Wilson,2023-07-13,Keyboard,3,100,0.2,240.0,Bank Transfer,"Houston, TX",Cancelled
1222,C004,,2023-01-26,Headphones,4,150,0.22,468.0,Credit Card,"Houston, TX",Pending
1223,C006,Emma Davis,2023-12-25,Tablet,2,500,0.26,740.0,,"Seattle, WA",Delivered
1224,C003,Bob Johnson,2023-04-20,Printer,1,250,0.26,185.0,,"Los Angeles, CA",Delivered
1225,C006,Emma Davis,2023-02-19,Printer,2,250,0.25,375.0,Bank Transfer,"Chicago, IL",Returned
1226,C008,Olivia Martinez,2023-12-01,Tablet,1,500,0.09,455.0,,"Houston, TX",Delivered
1227,C002,,2023-11-10,Headphones,1,150,0.21,118.5,Bank Transfer,"Denver, CO",Delivered
1228,C008,Olivia Martinez,2023-12-04,Monitor,1,300,0.2,240.0,Credit Card,"Seattle, WA",Pending
1229,C009,James Taylor,2024-02-30,Headphones,2,150,0.24,228.0,Credit Card,"Atlanta, GA",Shipped
1230,C009,James Taylor,2023-01-03,Printer,3,250,0.19,607.5,Credit Card,"San Francisco, CA",Cancelled
1231,C009,James Taylor,2023-12-06,Phone,2,800,0.29,1136.0,Credit Card,"Boston, MA",Shipped
1232,C009,James Taylor,2023-07-12,Keyboard,5,100,0.13,435.0,PayPal,"Boston, MA",Cancelled
1233,C006,Emma Davis,2023-09-09,Phone,5,800,0.07,3720.0,Cryptocurrency,"Denver, CO",Shipped
1234,C008,Olivia Martinez,2023-11-28,Camera,1,600,0.27,438.0,Cryptocurrency,"Miami, FL",Pending
1235,C003,,2023-06-05,Camera,4,600,0.24,1824.0,,"Los Angeles, CA",Delivered
1236,C005,,2023-10-28,Monitor,1,300,-0.04,312.0,Bank Transfer,"San Francisco, CA",Returned
1237,C006,Emma Davis,2023-06-04,Laptop,2,1200,0.22,1872.0,Credit Card,,Cancelled
1238,C010,Sophia Anderson,2023-05-29,Monitor,3,300,0.22,702.0,Bank Transfer,"Miami, FL",Returned
1239,C003,Bob Johnson,2023-10-09,Laptop,2,1200,0.03,2328.0,PayPal,,Cancelled
1240,C003,,2023-01-12,Smartwatch,3,200,0.09,546.0,Cryptocurrency,"San Francisco, CA",Shipped
1241,C003,Bob Johnson,2023-12-02,Monitor,1,300,0.29,213.0,,"Denver, CO",Returned
1242,C004,Alice Brown,2023-02-19,Tablet,5,500,0.18,2050.0,Cryptocurrency,"Chicago, IL",Pending
1243,C001,John Doe,2023-12-27,Phone,1,800,0.24,608.0,Credit Card,"Chicago, IL",Cancelled
1244,C008,,2023-08-09,Phone,5,800,0.13,3480.0,,"Chicago, IL",Delivered
